source,title,price,location,size,listing_type,link
OpenSooq,لعشاق تملك المحلات التجارية صار فيك تتملك محلك التجاري في بوشر مقابل جامع محمد الامين,"18,400 OMR",", Qurm, 955999XX",26 m²,Property for Sale,https://om.opensooq.com/en/search/265211677
OpenSooq,Residential Land for Sale in Dhofar Salala,"9,800 OMR",", Salala, 956655XX",,Property for Sale,https://om.opensooq.com/en/search/266257015
OpenSooq,72 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,"83,000 OMR",", Al Mouj, 723330XX",72 m²,Property for Sale,https://om.opensooq.com/en/search/266256861
OpenSooq,Residential Land for Sale in Muscat Amerat,"10,000 OMR",", Amerat, 954081XX",,Property for Sale,https://om.opensooq.com/en/search/266256689
OpenSooq,Residential Land for Sale in Muscat Amerat,"3,300 OMR",", Amerat, 924555XX",,Property for Sale,https://om.opensooq.com/en/search/266256559
OpenSooq,Commercial Land for Sale in Al Sharqiya Sur,"20,000 OMR",", Sur, 717169XX",,Property for Sale,https://om.opensooq.com/en/search/266256541
OpenSooq,120 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,"38,000 OMR",", Al Maabilah, 924660XX",120 m²,Property for Sale,https://om.opensooq.com/en/search/265210587
OpenSooq,287 m2 5 Bedrooms Villa for Sale in Muscat Amerat,"55,000 OMR",", Amerat, 993733XX",287 m²,Property for Sale,https://om.opensooq.com/en/search/266255831
OpenSooq,600 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Al 'Awabi,"120,000 OMR",", Al 'Awabi, 920043XX",600 m²,Property for Sale,https://om.opensooq.com/en/search/266074367
OpenSooq,78 m2 2 Bedrooms Apartments for Sale in Muscat Al-Hail,"26,000 OMR",", Al-Hail, 994191XX",78 m²,Property for Sale,https://om.opensooq.com/en/search/266254737
OpenSooq,Residential Land for Sale in Al Batinah Barka,"19,500 OMR",", Barka, 929048XX",,Property for Sale,https://om.opensooq.com/en/search/266201239
OpenSooq,Residential Land for Sale in Al Batinah Saham,"7,500 OMR",", Saham, 773987XX",,Property for Sale,https://om.opensooq.com/en/search/266201273
OpenSooq,Residential Land for Sale in Dhofar Salala,"12,800 OMR",", Salala, 938486XX",,Property for Sale,https://om.opensooq.com/en/search/266253655
OpenSooq,Building for Sale in Al Dakhiliya Bidbid,"290,000 OMR",", Bidbid, 970717XX",860 m²,Property for Sale,https://om.opensooq.com/en/search/266253039
OpenSooq,Residential Land for Sale in Muscat Al-Hail,"220,000 OMR",", Al-Hail, 977788XX",,Property for Sale,https://om.opensooq.com/en/search/266251977
OpenSooq,401 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,"72,000 OMR",", Al Maabilah, 944811XX",401 m²,Property for Sale,https://om.opensooq.com/en/search/265206551
OpenSooq,Building for Sale in Al Batinah Suwaiq,"165,000 OMR",", Suwaiq, 929000XX",3000 m²,Property for Sale,https://om.opensooq.com/en/search/266251271
OpenSooq,Luxury building in Ruwi for sale,"560,000 OMR",", Ruwi, 970717XX",3050 m²,Property for Sale,https://om.opensooq.com/en/search/266250921
OpenSooq,226 m2 4 Bedrooms Villa for Sale in Muscat Al Maabilah,"68,000 OMR",", Al Maabilah, 711110XX",226 m²,Property for Sale,https://om.opensooq.com/en/search/266250513
OpenSooq,Residential Land for Sale in Al Dakhiliya Bahla,"10,000 OMR",", Bahla, 943192XX",,Property for Sale,https://om.opensooq.com/en/search/266250385
OpenSooq,Villa for sale in Azaiba,"180,000 OMR",", Azaiba, 956846XX",400 m²,Property for Sale,https://om.opensooq.com/en/search/266250201
OpenSooq,Building for Sale in Muscat Hamriya,"32,500 OMR",", Hamriya, 957161XX",275 m²,Property for Sale,https://om.opensooq.com/en/search/266249415
OpenSooq,Building for Sale in Muscat Al Khoud,"170,000 OMR",", Al Khoud, 935555XX",800 m²,Property for Sale,https://om.opensooq.com/en/search/266248855
OpenSooq,Residential Land for Sale in Dhofar Salala,"2,000 OMR",", Salala, 917481XX",,Property for Sale,https://om.opensooq.com/en/search/266248939
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"60,000 OMR",", Al Maabilah, 906950XX",,Property for Sale,https://om.opensooq.com/en/search/265187249
OpenSooq,Commercial Land for Sale in Muscat Bosher,"350,000 OMR",", Bosher, 906950XX",,Property for Sale,https://om.opensooq.com/en/search/265187421
OpenSooq,كشك جاهز للبيع مع موقع,"1,300 OMR",", Salala, 964600XX",2222 m²,Property for Sale,https://om.opensooq.com/en/search/266248307
OpenSooq,Residential Land for Sale in Muscat Al Jafnayn,"60,000 OMR",", Al Jafnayn, 924660XX",,Property for Sale,https://om.opensooq.com/en/search/265202883
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"38,500 OMR",", Al Maabilah, 771267XX",,Property for Sale,https://om.opensooq.com/en/search/265201673
OpenSooq,278 m2 4 Bedrooms Villa for Sale in Muscat Al Maabilah,"72,000 OMR",", Al Maabilah, 924660XX",278 m²,Property for Sale,https://om.opensooq.com/en/search/260170623
OpenSooq,Residential Land for Sale in Muscat Halban,"38,500 OMR",", Halban, 771267XX",,Property for Sale,https://om.opensooq.com/en/search/265201559
OpenSooq,297 m2 5 Bedrooms Villa for Sale in Al Batinah Al Rumais,"58,000 OMR",", Al Rumais, 923746XX",297 m²,Property for Sale,https://om.opensooq.com/en/search/266246127
OpenSooq,Residential Land for Sale in Muscat Seeb,"28,500 OMR",", Seeb, 771267XX",,Property for Sale,https://om.opensooq.com/en/search/265200939
OpenSooq,245 m2 5 Bedrooms Townhouse for Sale in Al Batinah Suwaiq,"42,000 OMR",", Suwaiq, 966646XX",245 m²,Property for Sale,https://om.opensooq.com/en/search/264751387
OpenSooq,Residential Land for Sale in Al Dhahirah Ibri,"6,200 OMR",", Ibri, 971989XX",,Property for Sale,https://om.opensooq.com/en/search/266245375
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"12,000 OMR",", Al Maabilah, 771267XX",,Property for Sale,https://om.opensooq.com/en/search/265200531
OpenSooq,Building for sale in CBD,"700,000 OMR",", Ruwi, 974557XX",2850 m²,Property for Sale,https://om.opensooq.com/en/search/263240377
OpenSooq,مكتب في بناية بافينلون في مسقط هيلز للتملك الحر  واقامة دائمة,"42,000 OMR",", Muscat Hills, 922954XX",50 m²,Property for Sale,https://om.opensooq.com/en/search/265290633
OpenSooq,Residential Land for Sale in Al Batinah Shinas,"4,600 OMR",", Shinas, 972411XX",,Property for Sale,https://om.opensooq.com/en/search/266244277
OpenSooq,New ITC Project (La Vie Residence) for Sale in Muscat Hills  REF 977TB,"65,000 OMR",", Muscat Hills, 922280XX",90 m²,Property for Sale,https://om.opensooq.com/en/search/262212093
OpenSooq,Residential Land for Sale in Dhofar Salala,"4,000 OMR",", Salala, 988205XX",,Property for Sale,https://om.opensooq.com/en/search/266243849
OpenSooq,Dفرصة استثماريه مخطط حي عاصم شمال السكني,"31,000 OMR",", Barka, 977940XX",,Property for Sale,https://om.opensooq.com/en/search/266243735
OpenSooq,Residential Land for Sale in Dhofar Salala,"22,500 OMR",", Salala, 988205XX",,Property for Sale,https://om.opensooq.com/en/search/266243709
OpenSooq,Residential Land for Sale in Al Batinah Barka,"9,600 OMR",", Barka, 969339XX",,Property for Sale,https://om.opensooq.com/en/search/264745905
OpenSooq,Residential Land for Sale in Muscat Amerat,"14,000 OMR",", Amerat, 953960XX",,Property for Sale,https://om.opensooq.com/en/search/266241961
OpenSooq,269 m2 4 Bedrooms Villa for Sale in Al Sharqiya Ibra,"48,000 OMR",", Ibra, 911015XX",269 m²,Property for Sale,https://om.opensooq.com/en/search/266243365
OpenSooq,Residential Land for Sale in Al Batinah Rustaq,"10,600 OMR",", Rustaq, 923823XX",,Property for Sale,https://om.opensooq.com/en/search/266190221
OpenSooq,Commercial Land for Sale in Muscat Al Maabilah,"137,000 OMR",", Al Maabilah, 767000XX",,Property for Sale,https://om.opensooq.com/en/search/266242213
OpenSooq,5 Bedrooms Farms for Sale in Al Sharqiya Other,"165,000 OMR",", Other, 991144XX",350 m²,Property for Sale,https://om.opensooq.com/en/search/263235555
OpenSooq,Commercial Land for Sale in Muscat Al Mawaleh,"120,000 OMR",", Al Mawaleh, 906950XX",,Property for Sale,https://om.opensooq.com/en/search/266242061
OpenSooq,Residential Land for Sale in Al Batinah Sohar,"9,600 OMR",", Sohar, 995082XX",,Property for Sale,https://om.opensooq.com/en/search/266241623
OpenSooq,Commercial Land for Sale in Muscat Al Khoud,"195,000 OMR",", Al Khoud, 906950XX",,Property for Sale,https://om.opensooq.com/en/search/266241855
OpenSooq,Residential Land for Sale in Muscat Amerat,"48,000 OMR",", Amerat, 938605XX",,Property for Sale,https://om.opensooq.com/en/search/266240599
OpenSooq,Residential Land for Sale in Muscat Al Khoud,"97,000 OMR",", Al Khoud, 767000XX",,Property for Sale,https://om.opensooq.com/en/search/266241483
OpenSooq,Farm Land for Sale in Dhofar Salala,"285,000 OMR",", Salala, 969090XX",,Property for Sale,https://om.opensooq.com/en/search/265196953
OpenSooq,Commercial Land for Sale in Muscat Al Maabilah,"95,000 OMR",", Al Maabilah, 938605XX",,Property for Sale,https://om.opensooq.com/en/search/266241223
OpenSooq,Residential Land for Sale in Muscat Al-Hail,"105,000 OMR",", Al-Hail, 938605XX",,Property for Sale,https://om.opensooq.com/en/search/266241055
OpenSooq,Residential Land for Sale in Muscat Misfah,"40,000 OMR",", Misfah, 938605XX",,Property for Sale,https://om.opensooq.com/en/search/266240763
OpenSooq,Mixed Use Land for Sale in Muscat Amerat,"100,000 OMR",", Amerat, 953065XX",,Property for Sale,https://om.opensooq.com/en/search/265196357
OpenSooq,Commercial Land for Sale in Muscat Bosher,"295,000 OMR",", Bosher, 767000XX",,Property for Sale,https://om.opensooq.com/en/search/266240371
OpenSooq,Residential Land for Sale in Muscat Bosher,"100,000 OMR",", Bosher, 953065XX",,Property for Sale,https://om.opensooq.com/en/search/265196213
OpenSooq,In al mouj cozy peaceful furnished apartment for rent,525 OMR,", Al Mouj, 796601XX",107 m²,Property for Sale,https://om.opensooq.com/en/search/266240107
OpenSooq,Residential Land for Sale in Muscat Al-Hail,"95,000 OMR",", Al-Hail, 954424XX",,Property for Sale,https://om.opensooq.com/en/search/266240201
OpenSooq,Residential Land for Sale in Al Batinah Al Rumais,"21,500 OMR",", Al Rumais, 938605XX",,Property for Sale,https://om.opensooq.com/en/search/266240175
OpenSooq,"Stylish 3-bedroom duplex in Muscat Bay with sea views, modern finishes, and luxury amenities","320,000 OMR",", Other, 990216XX",361 m²,Property for Sale,https://om.opensooq.com/en/search/262208185
OpenSooq,محل للبيع مرفع دارس نزوى بتحديد (جحفان ),"8,500 OMR",", Nizwa, 988897XX",90 m²,Property for Sale,https://om.opensooq.com/en/search/263232631
OpenSooq,Residential Land for Sale in Al Batinah Al Khaboura,"7,500 OMR",", Al Khaboura, 953100XX",,Property for Sale,https://om.opensooq.com/en/search/265195373
OpenSooq,397 m2 5 Bedrooms Townhouse for Sale in Muscat Ansab,"120,000 OMR",", Ansab, 977989XX",397 m²,Property for Sale,https://om.opensooq.com/en/search/266186819
OpenSooq,اريد محل بقاله للبيع في مسقط معبيله او الخوض,"4,000 OMR",", Al Khoud, 764067XX",100 m²,Property for Sale,https://om.opensooq.com/en/search/266186337
OpenSooq,محل مستحضرات التجميل في المعبيلة جاهز بكامل المنتجات والأغراض,"3,000 OMR",", Al Maabilah, 928890XX",30 m²,Property for Sale,https://om.opensooq.com/en/search/266238369
OpenSooq,More than 6 bedrooms Farms for Sale in Al Batinah Sohar,"310,000 OMR",", Sohar, 932654XX",575 m²,Property for Sale,https://om.opensooq.com/en/search/260780409
OpenSooq,Farm Land for Sale in Al Batinah Saham,"60,500 OMR",", Saham, 971090XX",,Property for Sale,https://om.opensooq.com/en/search/266185723
OpenSooq,Residential Land for Sale in Muscat Manumah,"34,000 OMR",", Manumah, 771003XX",,Property for Sale,https://om.opensooq.com/en/search/266231833
OpenSooq,352 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,"77,500 OMR",", Amerat, 924555XX",352 m²,Property for Sale,https://om.opensooq.com/en/search/266237981
OpenSooq,Residential Land for Sale in Muscat Amerat,"14,000 OMR",", Amerat, 985424XX",,Property for Sale,https://om.opensooq.com/en/search/265193703
OpenSooq,Residential Land for Sale in Muscat Bosher,"180,000 OMR",", Bosher, 959988XX",,Property for Sale,https://om.opensooq.com/en/search/266237785
OpenSooq,Residential Land for Sale in Al Batinah Suwaiq,"30,000 OMR",", Suwaiq, 926664XX",,Property for Sale,https://om.opensooq.com/en/search/266237753
OpenSooq,Villa in Maabilah for sale,"72,000 OMR",", Al Maabilah, 956846XX",300 m²,Property for Sale,https://om.opensooq.com/en/search/266237565
OpenSooq,Residential Land for Sale in Al Batinah Barka,"19,000 OMR",", Barka, 799919XX",,Property for Sale,https://om.opensooq.com/en/search/266237433
OpenSooq,Residential Land for Sale in Al Dakhiliya Nizwa,"29,000 OMR",", Nizwa, 799919XX",,Property for Sale,https://om.opensooq.com/en/search/266237151
OpenSooq,176 m2 3 Bedrooms Villa for Sale in Al Batinah Al Rumais,"47,999 OMR",", Al Rumais, 919533XX",176 m²,Property for Sale,https://om.opensooq.com/en/search/265188231
OpenSooq,Residential Land for Sale in Al Sharqiya Sur,"24,000 OMR",", Sur, 936060XX",,Property for Sale,https://om.opensooq.com/en/search/263227975
OpenSooq,Residential Land for Sale in Al Dakhiliya Izki,"4,000 OMR",", Izki, 944243XX",,Property for Sale,https://om.opensooq.com/en/search/266236991
OpenSooq,479 m2 5 Bedrooms Townhouse for Sale in Dhofar Salala,"80,000 OMR",", Salala, 992533XX",479 m²,Property for Sale,https://om.opensooq.com/en/search/266236783
OpenSooq,350 m2 More than 6 bedrooms Villa for Sale in Muscat Al Maabilah,"82,000 OMR",", Al Maabilah, 906006XX",350 m²,Property for Sale,https://om.opensooq.com/en/search/264782895
OpenSooq,Commercial Land for Sale in Dhofar Salala,"5,000 OMR",", Salala, 992533XX",,Property for Sale,https://om.opensooq.com/en/search/266236663
OpenSooq,Studio with Golf Lake View for Sale in Jebel Sifah  استوديو مطل على بحيرة الجولف للبيع في جبل سيفة,"45,000 OMR",", Al-Sifah, 919595XX",61 m²,Property for Sale,https://om.opensooq.com/en/search/262204147
OpenSooq,313 m2 More than 6 bedrooms Villa for Sale in Al Batinah Barka,"62,000 OMR",", Barka, 924555XX",313 m²,Property for Sale,https://om.opensooq.com/en/search/266236455
OpenSooq,118 m2 3 Bedrooms Apartments for Sale in Muscat Amerat,"21,000 OMR",", Amerat, 979989XX",118 m²,Property for Sale,https://om.opensooq.com/en/search/266236151
OpenSooq,صيدلية للبيع Pharmacy for sale,"15,000 OMR",", Al Maabilah, 993832XX",60 m²,Property for Sale,https://om.opensooq.com/en/search/264738245
OpenSooq,Residential Land for Sale in Al Dakhiliya Sumail,"12,500 OMR",", Sumail, 959545XX",,Property for Sale,https://om.opensooq.com/en/search/266235477
OpenSooq,275 m2 4 Bedrooms Townhouse for Sale in Al Batinah Al Rumais,"62,000 OMR",", Al Rumais, 927054XX",275 m²,Property for Sale,https://om.opensooq.com/en/search/265192091
OpenSooq,بناية في مطرح بموقع ممتاز للاستثمار,"700,000 OMR",", Ruwi, 948989XX",468 m²,Property for Sale,https://om.opensooq.com/en/search/266235599
OpenSooq,Building for Sale in Al Batinah Al Khaboura,"59,000 OMR",", Al Khaboura, 962265XX",400 m²,Property for Sale,https://om.opensooq.com/en/search/264781729
OpenSooq,Residential Land for Sale in Al Dakhiliya Sumail,"24,000 OMR",", Sumail, 971200XX",,Property for Sale,https://om.opensooq.com/en/search/266235229
OpenSooq,Residential Land for Sale in Muscat Al-Hail,"24,500 OMR",", Al-Hail, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/265191711
OpenSooq,Residential Land for Sale in Muscat Amerat,"9,900 OMR",", Amerat, 953065XX",,Property for Sale,https://om.opensooq.com/en/search/266235039
OpenSooq,Residential Land for Sale in Al Batinah Al Masnaah,"17,000 OMR",", Al Masnaah, 951035XX",,Property for Sale,https://om.opensooq.com/en/search/266234747
OpenSooq,63 m2 1 Bedroom Apartments for Sale in Muscat Ghala,"26,000 OMR",", Ghala, 722000XX",63 m²,Property for Sale,https://om.opensooq.com/en/search/264737325
OpenSooq,1BHK for Sale in Muscat Hills,"68,000 OMR",", Muscat Hills, 956846XX",76 m²,Property for Sale,https://om.opensooq.com/en/search/266234959
OpenSooq,Residential Land for Sale in Muscat Amerat,"40,000 OMR",", Amerat, 990758XX",,Property for Sale,https://om.opensooq.com/en/search/266182053
OpenSooq,Commercial Land for Sale in Muscat Al Maabilah,"110,000 OMR",", Al Maabilah, 965260XX",,Property for Sale,https://om.opensooq.com/en/search/265191417
OpenSooq,Residential Land for Sale in Al Batinah Suwaiq,"3,400 OMR",", Suwaiq, 923997XX",,Property for Sale,https://om.opensooq.com/en/search/265191067
OpenSooq,Residential Land for Sale in Muscat Amerat,"11,800 OMR",", Amerat, 953065XX",,Property for Sale,https://om.opensooq.com/en/search/266234297
OpenSooq,350 m2 4 Bedrooms Villa for Sale in Muscat Al Khoud,"100,000 OMR",", Al Khoud, 973434XX",350 m²,Property for Sale,https://om.opensooq.com/en/search/265190851
OpenSooq,Residential Land for Sale in Al Batinah Barka,"6,200 OMR",", Barka, 964041XX",,Property for Sale,https://om.opensooq.com/en/search/266234155
OpenSooq,180 m2 3 Bedrooms Townhouse for Sale in Al Batinah Saham,"22,500 OMR",", Saham, 995536XX",180 m²,Property for Sale,https://om.opensooq.com/en/search/266233313
OpenSooq,Residential Land for Sale in Al Dakhiliya Sumail,"12,000 OMR",", Sumail, 957949XX",,Property for Sale,https://om.opensooq.com/en/search/266233457
OpenSooq,Commercial Land for Sale in Muscat Amerat,"77,500 OMR",", Amerat, 998585XX",,Property for Sale,https://om.opensooq.com/en/search/262947343
OpenSooq,Residential Land for Sale in Al Batinah Barka,"15,000 OMR",", Barka, 957095XX",,Property for Sale,https://om.opensooq.com/en/search/266233301
OpenSooq,226 m2 More than 6 bedrooms Townhouse for Sale in Muscat Al Mawaleh,"120,000 OMR",", Al Mawaleh, 726000XX",226 m²,Property for Sale,https://om.opensooq.com/en/search/266233299
OpenSooq,Residential Land for Sale in Dhofar Taqah,"16,500 OMR",", Taqah, 929177XX",,Property for Sale,https://om.opensooq.com/en/search/265189877
OpenSooq,760 m2 More than 6 bedrooms Villa for Sale in Muscat Bosher,"350,000 OMR",", Bosher, 719685XX",760 m²,Property for Sale,https://om.opensooq.com/en/search/262308817
OpenSooq,Residential Land for Sale in Muscat Bosher,"340,000 OMR",", Bosher, 959988XX",,Property for Sale,https://om.opensooq.com/en/search/266232959
OpenSooq,690 m2 4 Bedrooms Townhouse for Sale in Al Batinah Al Rumais,"90,000 OMR",", Al Rumais, 949587XX",690 m²,Property for Sale,https://om.opensooq.com/en/search/266232921
OpenSooq,Residential Land for Sale in Muscat Halban,"29,000 OMR",", Halban, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/265189721
OpenSooq,508 m2 More than 6 bedrooms Villa for Sale in Muscat Bosher,"250,000 OMR",", Bosher, 719685XX",508 m²,Property for Sale,https://om.opensooq.com/en/search/262308569
OpenSooq,Residential Land for Sale in Al Batinah Al Masnaah,"3,900 OMR",", Al Masnaah, 949028XX",,Property for Sale,https://om.opensooq.com/en/search/266232607
OpenSooq,Residential Land for Sale in Al Batinah Wadi Al Ma'awal,"12,000 OMR",", Wadi Al Ma'awal, 966371XX",,Property for Sale,https://om.opensooq.com/en/search/266232311
OpenSooq,Residential Land for Sale in Muscat Seeb,"30,500 OMR",", Seeb, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/265189437
OpenSooq,لوحة للبيع بشكل مستعجل 200 ريال لمغسلة سيارات,400 OMR,", Al Maabilah, 998684XX",1 m²,Property for Sale,https://om.opensooq.com/en/search/266232133
OpenSooq,349 m2 4 Bedrooms Townhouse for Sale in Muscat Al Maabilah,"95,000 OMR",", Al Maabilah, 711110XX",349 m²,Property for Sale,https://om.opensooq.com/en/search/266232039
OpenSooq,Farm Land for Sale in Al Batinah Al Khaboura,"19,000 OMR",", Al Khaboura, 996305XX",,Property for Sale,https://om.opensooq.com/en/search/266232001
OpenSooq,Residential Land for Sale in Dhofar Taqah,"13,000 OMR",", Taqah, 929177XX",,Property for Sale,https://om.opensooq.com/en/search/266231819
OpenSooq,385 m2 5 Bedrooms Villa for Sale in Muscat Seeb,"88,000 OMR",", Seeb, 993802XX",385 m²,Property for Sale,https://om.opensooq.com/en/search/263223355
OpenSooq,Residential Land for Sale in Al Batinah Sohar,"10,000 OMR",", Sohar, 951133XX",,Property for Sale,https://om.opensooq.com/en/search/266231721
OpenSooq,252 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Wadi Al Ma'awal,"45,000 OMR",", Wadi Al Ma'awal, 952018XX",252 m²,Property for Sale,https://om.opensooq.com/en/search/264279087
OpenSooq,2Bedroom Apartment with Maid's Room For Sale in Jebel Sifah  شقة بغرفتين للبيع في جبل سيفة,"110,000 OMR",", Al-Sifah, 919595XX",124 m²,Property for Sale,https://om.opensooq.com/en/search/262199731
OpenSooq,Residential Land for Sale in Al Batinah Barka,"17,000 OMR",", Barka, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/266231475
OpenSooq,Residential Land for Sale in Muscat Al Khoud,"88,000 OMR",", Al Khoud, 959988XX",,Property for Sale,https://om.opensooq.com/en/search/266231365
OpenSooq,333 m2 4 Bedrooms Villa for Sale in Muscat Seeb,"175,000 OMR",", Seeb, 919595XX",333 m²,Property for Sale,https://om.opensooq.com/en/search/262199437
OpenSooq,Residential Land for Sale in Al Batinah Barka,"7,700 OMR",", Barka, 969666XX",,Property for Sale,https://om.opensooq.com/en/search/259750631
OpenSooq,مبنى سكني استخدام ( تجاري )على الشارع العام ف صلاله الجديدة بعائد 10‎%‎,"129,000 OMR",", Salala, 946070XX",800 m²,Property for Sale,https://om.opensooq.com/en/search/264278909
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"63,000 OMR",", Al Maabilah, 938605XX",,Property for Sale,https://om.opensooq.com/en/search/266139797
OpenSooq,Commercial Land for Sale in Muscat Al Maabilah,"450,000 OMR",", Al Maabilah, 925810XX",,Property for Sale,https://om.opensooq.com/en/search/266230939
OpenSooq,Commercial Land for Sale in Al Batinah Al Rumais,"125,000 OMR",", Al Rumais, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/265187913
OpenSooq,392 m2 More than 6 bedrooms Villa for Sale in Muscat Al-Hail,"125,000 OMR",", Al-Hail, 784422XX",392 m²,Property for Sale,https://om.opensooq.com/en/search/266230387
OpenSooq,400 m2 More than 6 bedrooms Villa for Sale in Muscat Al Maabilah,"81,000 OMR",", Al Maabilah, 906006XX",400 m²,Property for Sale,https://om.opensooq.com/en/search/266230197
OpenSooq,Residential Land for Sale in Al Batinah Barka,"21,500 OMR",", Barka, 970041XX",,Property for Sale,https://om.opensooq.com/en/search/264732139
OpenSooq,محلات بيع الملابس الجاهزه والعطورات والبخور,"15,000 OMR",", Amerat, 952100XX",100 m²,Property for Sale,https://om.opensooq.com/en/search/266230169
OpenSooq,حصريااا محلات بتشطيبات راقية في برج مونارا مقابل جامع محمد الأمين في بوشر مباشرة مع عبدالعزيز,"30,000 OMR",", Nizwa, 955999XX",30 m²,Property for Sale,https://om.opensooq.com/en/search/265187259
OpenSooq,380 m2 5 Bedrooms Villa for Sale in Muscat Seeb,"89,000 OMR",", Seeb, 993802XX",380 m²,Property for Sale,https://om.opensooq.com/en/search/264277945
OpenSooq,310 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,"78,000 OMR",", Al Maabilah, 906006XX",310 m²,Property for Sale,https://om.opensooq.com/en/search/266230105
OpenSooq,Residential Land for Sale in Muscat Al Maabilah,"68,000 OMR",", Al Maabilah, 922949XX",,Property for Sale,https://om.opensooq.com/en/search/266230057
OpenSooq,Commercial Land for Sale in Al Batinah Barka,"80,000 OMR",", Barka, 799998XX",,Property for Sale,https://om.opensooq.com/en/search/265187015
OpenSooq,Apartment for sale ا MOUJ muscat ا free hold Kвapтиpa нa пpoдaжy ا mouj muscat ا cвoбoдный yдepжaни,"100,000 OMR",", Al Mouj, 939918XX",107 m²,Property for Sale,https://om.opensooq.com/en/search/266229751
OpenSooq,417 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,"137,500 OMR",", Al Khoud, 980055XX",417 m²,Property for Sale,https://om.opensooq.com/en/search/264277783
OpenSooq,Residential Land for Sale in Muscat Other,"13,000 OMR",", Other, 955444XX",,Property for Sale,https://om.opensooq.com/en/search/262197877
OpenSooq,Residential Land for Sale in Al Batinah Barka,"54,000 OMR",", Barka, 988969XX",,Property for Sale,https://om.opensooq.com/en/search/265153331
OpenSooq,Residential Land for Sale in Muscat Amerat,"48,000 OMR",", Amerat, 992510XX",,Property for Sale,https://om.opensooq.com/en/search/265186919
OpenSooq,Residential Land for Sale in Muscat Seeb,"95,000 OMR",", Seeb, 988969XX",,Property for Sale,https://om.opensooq.com/en/search/265157175
OpenSooq,Residential Land for Sale in Al Batinah Barka,"27,000 OMR",", Barka, 988969XX",,Property for Sale,https://om.opensooq.com/en/search/265154287
OpenSooq,حصريا محلات تجاريه مقابل جامع محمد الأمين في مشروع مونارا في موقع استثنائي وتشطيبات راقيه,"27,000 OMR",", Al Mouj, 955999XX",30 m²,Property for Sale,https://om.opensooq.com/en/search/265186903
OpenSooq,Residential Land for Sale in Muscat Seeb,"78,000 OMR",", Seeb, 988969XX",,Property for Sale,https://om.opensooq.com/en/search/265159285
OpenSooq,Industrial Land for Sale in Al Wustaa Al Duqum,"150,000 OMR",", Al Duqum, 994598XX",,Property for Sale,https://om.opensooq.com/en/search/265186849
OpenSooq,Commercial Land for Sale in Al Batinah Al Khaboura,"15,000 OMR",", Al Khaboura, 924929XX",,Property for Sale,https://om.opensooq.com/en/search/266229477
OpenSooq,Residential Land for Sale in Al Batinah Al 'Awabi,"13,000 OMR",", Al 'Awabi, 956697XX",,Property for Sale,https://om.opensooq.com/en/search/266181919
OpenSooq,Mixed Use Land for Sale in Al Batinah Sohar,"750,000 OMR",", Sohar, 921644XX",,Property for Sale,https://om.opensooq.com/en/search/266229413
OpenSooq,224 m2 5 Bedrooms Villa for Sale in Al Batinah Barka,"49,600 OMR",", Barka, 965260XX",224 m²,Property for Sale,https://om.opensooq.com/en/search/265186491
OpenSooq,Residential Land for Sale in Dhofar Salala,"22,000 OMR",", Salala, 768671XX",,Property for Sale,https://om.opensooq.com/en/search/265989333
OpenSooq,67 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"25,000 OMR",", Al Khoud, 771350XX",67 m²,Property for Sale,https://om.opensooq.com/en/search/260245261
OpenSooq,Mixed Use Land for Sale in Al Dhahirah Ibri,"248,000 OMR",", Ibri, 929998XX",,Property for Sale,https://om.opensooq.com/en/search/263221267
OpenSooq,Residential Land for Sale in Al Batinah Barka,"8,800 OMR",", Barka, 913577XX",,Property for Sale,https://om.opensooq.com/en/search/265186383
OpenSooq,385 m2 More than 6 bedrooms Villa for Sale in Al Sharqiya Ibra,"5,888 OMR",", Ibra, 993465XX",385 m²,Property for Sale,https://om.opensooq.com/en/search/265186267
OpenSooq,183 m2 3 Bedrooms Townhouse for Sale in Muscat Al Maabilah,"50,000 OMR",", Al Maabilah, 969191XX",183 m²,Property for Sale,https://om.opensooq.com/en/search/266176599
OpenSooq,Residential Land for Sale in Muscat Amerat,"4,200 OMR",", Amerat, 967173XX",,Property for Sale,https://om.opensooq.com/en/search/266228785
OpenSooq,Residential Land for Sale in Al Batinah Barka,"5,900 OMR",", Barka, 967173XX",,Property for Sale,https://om.opensooq.com/en/search/266228737
